Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.071140051,,,,,,,1.006010056,0.995670021,0.989899993,0.995220006,1.007719994,,1.02907002,1.040339947,1.037989974,,,1.022830009,1.03489995,1.031909943,1.021299958,
American Samoa,ASM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981779993,0.999109983,1.016059995,0.994480014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,1.167969942,1.035580039,,1.044589996,0.839510024,,,,,,,,,,,,,,0.979719996,,,,,,,,,,,,,,,0.983640015,0.965020001,0.990239978,0.971769989,0.964439988,1.039039969,,0.974340022,0.990040004,,0.979359984,0.97924,,,,
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000470042,0.996439993,0.995710015,0.997550011,1.019989967,,,,,,,,,,,,,,,,,,0.925260007,0.925170004,0.937539995,0.968850017,0.964070022,0.979290009,,
Austria,AUT,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.935630023,,,,,0.925040007,,,,,0.925480008,0.935090005,0.930199981,0.930419981,0.946359992,0.931739986,0.926389992,0.931770027,0.944019973,0.940590024,0.946959972,0.946590006,0.951439977,0.955340028,0.955839992,0.960539997,0.965650022,0.961279988,0.966949999,0.969690025,0.969579995,0.964429975,0.963419974,0.963039994,0.966250002,0.969860017,0.968810022,0.965600014,0.965240002,0.968720019,0.970080018,0.971570015,0.972970009,0.97232002,0.972829998,0.971989989,0.971729994,0.97408998,0.980939984,0.98593998,,
Azerbaijan,AZE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996630013,0.983900011,0.961260021,0.93900001,1.059919953,1.060050011,1.030290008,,,,,,,,,,,,,,,,,,,,,1.002619982,1.010730028,1.005149961,0.993879974,
Burundi,BDI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.470360011,0.48348999,0.54132998,0.56625998,0.574599981,0.593739986,0.609990001,0.605170012,0.618290007,0.620220006,0.621330023,0.607990026,0.616890013,0.636619985,0.661130011,0.683319986,0.714219987,0.756709993,0.773310006,0.781930029,0.811129987,0.794040024,0.796620011,,,,,,,,,,0.797299981,0.818379998,0.837559998,0.884220004,0.898490012,,0.926129997,0.938820004,0.954140007,0.96371001,0.972280025,0.992950022,1.004040003,1.013820052,1.021489978,1.03429997,1.042940021,1.057250023,,
Belgium,BEL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.98398,0.981949985,0.996519983,0.99071002,0.995079994,0.99612999,1.00327003,1.006420016,1.009709954,1.012310028,1.015669942,1.013640046,1.023030043,1.017269969,1.018859982,1.012910008,1.014019966,1.013640046,1.014520049,1.016890049,1.019299984,1.017099977,1.037469983,1.037940025,1.045320034,1.043359995,,,1.041759968,1.057279944,1.063420057,1.068310022,1.057520032,1.056550026,1.069919944,1.074749947,1.079810023,1.087859988,1.089609981,1.083389997,1.081900001,1.082520008,1.082190037,1.079849958,1.080549955,1.069659948,1.070240021,1.07336998,1.079130054,1.08149004,,
Benin,BEN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.445650011,,0.454560012,0.446359992,0.445300013,,0.43979001,,,,,,,,0.478969991,0.48229,0.486829996,,,,,,,,,,,,0.61461997,0.633329988,0.646290004,0.661450028,0.673150003,0.694509983,,,,,,,0.809689999,,0.834890008,0.847899973,0.859269977,0.877080023,,,,0.890009999,0.897289991,
Burkina Faso,BFA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.568300009,0.578840017,0.58563,0.589640021,0.595619977,0.589559972,0.577040017,,0.586889982,0.600679994,0.589290023,0.59246999,0.588440001,0.588490009,0.591040015,0.589219987,,,,,,,,0.63894999,,,,,0.684109986,0.700230002,0.712759972,,0.737219989,0.766600013,0.782329977,0.799489975,0.817929983,0.839980006,0.856069982,0.877110004,0.893410027,0.914619982,0.936890006,0.948300004,0.960349977,0.971310019,0.982140005,0.98913002,1.006510019,1.024809957,1.043991327,
Bangladesh,BGD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,0.500899971,,,0.498580009,0.526970029,,0.5176,0.530789971,0.56941998,,,0.616020024,0.607200027,0.627960026,0.623650014,0.716489971,0.726050019,0.753639996,,,,,,,,,,,,,,,1.05332005,1.055780053,1.064299941,1.085389972,1.059589982,1.079146981,1.064528942,,,,,,1.10079968,1.103870988,,1.145879984,1.135454297,
Bulgaria,BGR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.986570001,0.992079973,0.993820012,0.99612999,1.000460029,0.984040022,0.996439993,0.986429989,0.985220015,0.98435998,0.993120015,0.995989978,0.995800018,0.996850014,0.995700002,0.995580018,0.99308002,0.99368,0.990260005,0.991670012,0.994490027,0.995500028,0.992950022,0.997579992,0.994859993,0.988250017,0.990040004,0.981289983,0.979120016,0.976970017,0.977280021,0.978349984,0.978460014,0.96894002,0.967949986,0.968990028,0.96904999,0.977050006,0.976559997,0.970260024,0.966310024,0.969579995,0.966939986,0.974600017,0.975459993,0.976230025,0.980499983,0.976819992,0.985469997,0.983699977,,
Bahrain,BHR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.729499996,0.770820022,0.788590014,0.806379974,0.816209972,0.828379989,0.837880015,0.844359994,0.841650009,0.849319994,0.852649987,0.86176002,0.908990026,0.93809998,0.967490017,0.989109993,0.995060027,0.999239981,1.010139942,1.027819991,1.024389982,1.036409974,1.039600015,1.037199974,1.023020029,1.018939972,1.025159955,1.024639964,1.024600029,1.029690027,1.05332005,1.065840006,1.071040034,1.06941998,1.069129944,1.07209003,,,,,0.998660028,1.013329983,1.014459968,1.009189963,1.002130032,1.014940023,1.013990045,1.021550059,1.037700057,,,
"Bahamas, The",BHS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,1.085450053,1.075219989,,1.075449944,1.071840048,,,,,,1.015030026,1.01801002,,1.001670003,,1.109140038,,0.975399971,,,1.016109943,,0.981630027,0.979839981,0.980809987,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.009989977,,,,,,,,,,0.977240026,0.97645998,0.977400005,0.977490008,0.97657001,0.984350026,0.988839984,0.991069973,0.99101001,0.988579988,0.990570009,0.992380023,0.991100013,0.992770016,
Belize,BLZ,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975009978,0.972000003,,,,0.982990026,,,0.970160007,0.978959978,,,,0.995010018,0.984929979,0.990159988,,0.997969985,1.003250003,0.983900011,0.994379997,1.006839991,0.999750018,1.000800014,1.004420042,0.997409999,0.990230024,0.989560008,0.990170002,0.982169986,0.977970004,0.992389977,0.987559974,0.98872,0.990760028,0.988839984,
Bermuda,BMU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,1.069880009,1.055410028,1.028920054,1.032770038,1.019860029,1.011559963,1.015130043,1.020149946,0.984629989,0.980350018,,,,,,,,,,,,,,,,,,,,,1.039139986,1.061550021,1.080979943,1.111610055,1.090129972,1.082610011,,,,,1.073340058,1.060559988,1.066409945,1.053040028,1.048499942,,,,,,,
Bolivia,BOL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.764519989,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965279996,0.968089998,0.965309978,0.967830002,0.970149994,0.973890007,0.97706002,0.981779993,0.986079991,0.989629984,0.990760028,0.992380023,0.994979978,0.997250021,0.991159976,0.986109972,0.983799994,0.982349992,0.982200027,0.983070016,0.984809995,0.988470018,0.994159997,,
Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.012959957,1.035449982,1.033529997,1.028849959,,1.043990016,1.038730025,1.044160008,,1.024670005,1.022240043,1.016649961,1.018110037,1.01473999,1.008540034,1.005130053,1.006680012,1.009909987,1.006489992,,
Barbados,BRB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.992169976,1.00375998,1.005759954,0.905780017,0.96706003,1.052880049,1.046229959,1.032070041,1.032909989,1.067549944,1.001080036,1.017809987,0.984560013,1.017269969,0.990369976,,,,1.034770012,0.951020002,,,,,,,,,1.015509963,1.006950021,0.99533999,0.995400012,0.994340003,0.992079973,0.993229985,1.000219941,1.009359956,1.011919975,1.01086998,1.010689974,1.018000007,,,1.016250014,1.013700008,1.022210002,1.002079964,0.999639988,0.998679996,1.000079989,0.998489976,
Brunei Darussalam,BRN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.935230017,0.928520024,0.935639977,0.942520022,0.944790006,0.950010002,0.968330026,0.987800002,0.994989991,1.001719952,0.989009976,1.000880003,1.005220056,1.006579995,1.00146997,,,,,,,0.998749971,1.014000058,1.016600013,1.004070044,,,,0.985050023,0.981339991,0.982150018,0.977370024,0.973049998,0.978869975,0.972670019,0.972459972,0.978129983,0.982819974,0.987770021,0.993290007,1.001099944,0.998149991,1.009549975,1.019090056,1.010169983,0.998702049,1.014199972,1.014960051,1.01620996,1.021440029,1.018730044,,
Bhutan,BTN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.052749999,0.229249999,0.20679,,0.287330002,,,0.373369992,,,,,,0.450410008,0.463490009,,,,,,,,,,,,,,0.82099998,0.837750018,0.857159972,0.881630003,,,,0.960030019,0.976939976,0.984350026,0.999170005,1.020990014,1.029000044,1.032220006,1.037469983,1.038370013,1.04076004,1.035249949,1.048089981,1.049270034,1.058220029,,,,
Botswana,BWA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.091920018,1.104709983,1.118710041,1.154330015,1.178789973,1.197229981,1.198390007,1.1954,1.184569955,1.182860017,1.169669986,1.144760013,,1.128659964,1.112349987,1.100849986,1.066040039,1.048370004,1.042309999,1.041260004,1.051659942,1.061959982,1.053590059,1.040680051,1.029080033,1.031290054,,,1.019559979,1.018929958,1.018190026,1.012609959,1.010769963,1.010720015,1.003489971,1.000910044,1.005169988,1.003569961,1.015820026,,,,,,,,,,,,,1.022549987,
Central African Republic,CAF,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.461809993,0.462390006,0.469969988,,,0.51414001,0.503340006,0.500320017,0.508650005,0.54531002,0.534889996,0.52658999,,,,0.584089994,0.57743001,0.57506001,0.584850013,0.596660018,0.612559974,0.628329992,,,,,,,,,0.671679974,,,,,,,,0.698159993,,0.705900013,0.714169979,,,,0.760950029,0.743736446,,,,,
Canada,CAN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.990310013,0.991590023,0.993939996,1.000970006,0.999369979,1.007369995,1.008100033,1.009680033,1.010310054,1.012789965,1.011649966,0.998690009,0.988330007,0.987489998,0.988709986,0.989310026,0.990209997,0.991840005,0.992799997,1.000229955,0.994369984,0.99229002,0.990029991,0.990180016,0.993640006,0.993770003,,0.996439993,1.009420037,1.010570049,,,,,0.984269977,0.985819995,0.985909998,0.986320019,0.987969995,0.989539981,0.992229998,1.003679991,1.006389976,1.008569956,1.00838995,1.008180022,1.005460024,1.003329992,1.001510024,1.002589941,,
Central Europe and the Baltics,CEB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.984790027,0.985520005,0.987519979,0.991150022,0.989859998,0.992030025,0.99188,0.993780017,0.993449986,0.994000018,0.994140029,0.995829999,0.99812001,0.998629987,0.997759998,0.99901998,1.000290036,1.008030057,1.008880019,0.996580005,0.994490027,1.001530051,1.011430025,1.003990054,1.005910039,1.010669947,1.00793004,1.001970053,1.001399994,0.999960005,0.997370005,0.996169984,0.994180024,0.991209984,1.00150001,0.997510016,0.995720029,0.995220006,0.995190024,0.995989978,0.993990004,0.991680026,0.992500007,0.988510013,0.989780009,0.99217999,0.992349982,0.994120002,0.99247998,0.993189991,0.993629992,,
Switzerland,CHE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,0.928780019,0.937390029,0.941340029,0.942460001,0.943560004,0.945200026,0.945360005,0.947229981,0.948920012,0.953779995,0.957589984,0.963389993,0.965449989,0.969820023,0.972379982,0.955579996,0.960979998,0.963680029,0.968060017,,0.956250012,0.960879982,0.967230022,0.974749982,0.971790016,0.969969988,0.964699984,0.966939986,0.967320025,0.969760001,0.972180009,0.975220025,0.981530011,0.983799994,0.983169973,0.985319972,,0.979340017,0.976130009,0.973230004,0.970459998,0.968580008,0.968540013,,
Channel Islands,CHI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.01312995,1.003309965,1.001109958,1.006420016,1.010499954,1.007130027,1.015820026,1.008280039,1.005720019,1.008100033,1.005519986,1.011479974,0.989899993,0.995890021,0.993579984,0.997489989,0.995819986,,,1.003849983,1.007680058,0.994270027,0.998130023,1.007560015,,,,,0.999539971,0.999559999,0.995980024,,0.994989991,0.992900014,0.982309997,0.983070016,0.986660004,0.98672998,0.985719979,0.988659978,1.000429988,0.998640001,1.000579953,0.989639997,0.989369988,0.988600016,0.98852998,0.987600029,0.985650003,0.982060015,0.979330003,,
China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,0.820949972,0.82604003,0.830439985,0.818159997,0.811959982,0.79497999,0.781080008,0.777639985,0.781639993,0.787370026,0.808640003,0.826499999,0.833199978,0.842719972,0.848609984,0.860360026,0.874170005,0.881250024,0.901910007,0.915570021,0.928520024,0.935779989,,,,0.964619994,,,,,0.98803997,0.991550028,0.996969998,1.003350019,0.988950014,0.992420018,0.997179985,1.006090045,1.00948,1.01157999,1.010139942,1.013219953,1.014310002,1.015290022,1.012869954,1.011610031,
Cote d'Ivoire,CIV,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.53767997,0.544879973,0.551389992,0.555719972,,,,,,,0.622829974,,0.635879993,0.645749986,,,,,,,,,,,,,,,0.690389991,,,,,,,,,,,,0.779177785,,0.79489702,0.807550013,0.818220019,0.833500028,0.85066998,0.867879987,0.884140015,0.898069978,0.915130019,
Cameroon,CMR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.712029994,0.732280016,0.739709973,0.750509977,0.753009975,0.763960004,0.771650016,0.775139987,0.785449982,0.790489972,0.790120006,0.79509002,0.794430017,0.797749996,0.798579991,0.804620028,0.810859978,0.81487,0.817879975,0.822260022,0.828980029,0.872099996,,,0.847949982,,0.855059981,0.806869984,0.826870024,,0.853860021,0.80072999,0.848169982,0.841090024,0.826460004,0.828119993,0.837960005,0.842559993,0.856209993,,0.86135,0.869220018,,0.876999974,0.883459985,0.885640025,0.889527857,0.889680445,,,,
"Congo, Dem. Rep.",COD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.553229988,0.574909985,0.590699971,0.618749976,0.608749986,0.612990022,0.620890021,0.619130015,0.621529996,0.63331002,0.645519972,0.654929996,0.667949975,0.681609988,0.603399992,0.606130004,0.704879999,0.679139972,,,,0.698469996,0.706579983,0.672919989,0.67019999,,,,,,,,,,,,0.739859998,0.76394999,0.77433002,0.787819982,0.788980007,0.801110029,0.827769995,0.828859985,0.889490008,,,,,,,
"Congo, Rep.",COG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.732670009,0.753369987,0.76801002,0.763620019,0.778020024,0.787230015,0.796109974,0.818769991,0.825100005,0.831920028,0.853410006,0.855610013,,0.860759974,0.882790029,0.890209973,0.868969977,0.904449999,0.890959978,0.879750013,,0.879760027,,,,0.872250021,,,,,,0.882629991,0.858039975,0.908410013,,,,,,,,1.003340006,,,,,,0.95229733,,,,
Colombia,COL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.009520054,1.01225996,1.015159965,1.016919971,1.023190022,1.021389961,1.025179982,1.024970055,1.028650045,1.028190017,1.023929954,1.024610043,1.01880002,1.052019954,1.00395,1.015759945,1.017140031,1.005110025,1.005879998,1.007130027,,1.065230012,1.095960021,1.065639973,,1.04982996,1.014889956,,1.027089953,1.043149948,1.038570046,,1.038010001,,1.040390015,1.036769986,1.044319987,1.047899961,1.04508996,1.04764998,1.039669991,1.028270006,1.028079987,1.028339982,1.024369955,1.021569967,1.019840002,1.014070034,1.013210058,1.011049986,1.006790042,,
Comoros,COM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,0.457450002,,0.497599989,,,,,,,,0.680230021,,,,,0.73168999,0.765739977,,,,,,,,,,,,0.844799995,,,0.828880012,0.826889992,0.848070025,,,,,,,,,0.975329995,0.979789972,,,0.993130028,1.022899985,,,,
Cabo Verde,CPV,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96420002,0.983609974,0.992609978,0.995090008,,,,0.97961998,,,,,,,1.008839965,1.002519965,1.010439992,1.01335001,1.020499945,1.048939943,1.051110029,1.01504004,1.037770033,1.039819956,1.030910015,1.036640048,1.029049993,1.019909978,1.014520049,1.010139942,1.007290006,1.006999969,1.005689979,,,
Costa Rica,CRI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.999390006,1.003110051,1.009359956,1.014430046,1.00880003,1.013200045,1.015290022,1.018190026,,1.017339945,1.019109964,1.010599971,1.010630012,1.005429983,0.996039987,0.997460008,0.992470026,0.990719974,0.990700006,0.988430023,0.99476999,1.000570059,1.001230001,1.006700039,1.007480025,1.009879947,1.01406002,1.013080001,1.009340048,1.005980015,1.000609994,1.008520007,0.999319971,,1.001000047,1.000640035,1.005169988,1.002339959,1.00672996,1.008069992,1.007349968,1.008419991,1.010069966,1.021389961,1.022119999,1.016720057,1.029410005,1.041030049,1.041360021,1.041319966,1.051570058,,
Caribbean small states,CSS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,1.008509994,1.010229945,1.014999986,1.016250014,1.014050007,1.029209971,1.04073,1.028319955,1.029530048,1.029690027,1.038879991,1.039919972,1.032879949,1.032140017,1.030719995,1.031460047,1.036569953,1.02136004,1.025660038,1.030529976,1.028450012,1.020920038,1.014879942,1.010139942,1.012799978,1.012920022,1.017490029,1.018079996,1.012279987,1.011440039,1.011229992,1.009389997,1.020900011,1.019050002,1.017740011,1.020580053,1.022609949,1.022210002,1.020300031,1.010890007,1.022930026,1.025410056,1.027860045,1.019799948,1.022390008,1.03471005,1.017950058,1.019279957,1.01075995,1.013219953,1.015450001,,
